embedUrl,commentId,channelId,videoId,authorDisplayName,authorChannelId,likeCount,publishedAt,totalReplyCount,textDisplay
https://www.youtube.com/embed/GgMNoFlK5-g,UgxqQ5vhaqP_xroz4j54AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Buckles,UCsibXnLc88EyQVGFrt1lKwA,1,2019-11-05T19:09:53Z,0,Yo! I didn&#39;t know you could rap! This is fucking dope!
https://www.youtube.com/embed/GgMNoFlK5-g,UgzaLhkCdCHn--Xjs6J4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Julia Marciniak,UCVU2sJ3q5Z1K-nZfS6uotcg,1,2019-11-05T13:44:20Z,0,The biggest high is to stay sober✊🏻<br />Proud of you ❤
https://www.youtube.com/embed/GgMNoFlK5-g,Ugw16OAduB8M8xjui4N4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,jordan mcl,UCuc7lk7rUuuYz0IwdGeJv5w,3,2019-11-05T09:31:45Z,0,Dam bro got rapping skills loving that ❤️
https://www.youtube.com/embed/GgMNoFlK5-g,Ugzxt1kipCCT7wmQm_p4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Julie Barnes,UCZKk_dlsBXGdlRzQuGvb62Q,1,2019-11-05T07:17:26Z,0,"RAD, DEREK!  👏"
https://www.youtube.com/embed/GgMNoFlK5-g,Ugw02fq5ow21v-wCShF4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,FILGOOD,UCzELj3pnDZz_UxPS7KM6iMQ,5,2019-11-05T06:41:31Z,0,This is &quot;dope&quot;!!!😎
https://www.youtube.com/embed/GgMNoFlK5-g,UgzbvmCQ3sjLzkFIQWh4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Justin Case,UC_PBDIyrgQ3UyBgQLdxAcqw,1,2019-11-05T05:51:48Z,2,SO WHITE
https://www.youtube.com/embed/GgMNoFlK5-g,Ugy6oSQCHpJpZhuVvVl4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,William Wells,UCaFek3mLAkbXvKLzn3C-wQA,3,2019-11-05T05:37:25Z,0,You know I feel every word of that for real. I&#39;m praying for kurt bro.... thanks for showing me love last week when I needed it. That meant a lot to me. Your the man Big D
https://www.youtube.com/embed/GgMNoFlK5-g,UgwtTUYOWOv0tMDuG8l4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,DK’s Channel,UC7-t-eEOI6kj2Pi3Uge9N0A,1,2019-11-05T05:07:50Z,0,"Turn that into a real song (record it, add a hook) and put that bitch on iTunes ;)"
https://www.youtube.com/embed/GgMNoFlK5-g,UgwPg1qwTqZ6Jm_ikMV4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Cali Anne,UCO0efgY1WJ4Nu-cEJJr-8fQ,2,2019-11-05T05:05:19Z,0,Tight!!☠☠🤜🏻🤛🏻
https://www.youtube.com/embed/GgMNoFlK5-g,UgwVbZw9qGETB0laXL54AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,DK’s Channel,UC7-t-eEOI6kj2Pi3Uge9N0A,2,2019-11-05T05:04:23Z,0,Nice!
https://www.youtube.com/embed/GgMNoFlK5-g,UgzrbiQw12SQDuyUVYB4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Brenda Mason AKA Grandma,UCm2zLDooiRAyyCXPBL7Nekw,2,2019-11-05T04:31:53Z,0,Amazing D💓
https://www.youtube.com/embed/GgMNoFlK5-g,Ugwjpkv5yXb_UDSqb3V4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Who is Haro,UC1-_rMiLfkWO2VdAWOk-kdg,3,2019-11-05T03:54:59Z,0,"Modern poet. Not desperately looking for rhymes. No lack of feeling. Good hit-in-the-gut lyrics. A story within itself. Great job. Im impressed. Came from the heart, I can tell. And not afraid to step into (intellectual) dark territory. VERY good word craft. Wish you the best as far as the world seeing this. Text me back sometime (you have my number from my texts). Great job, D. 100% great job. If it was shit, id tell you."
https://www.youtube.com/embed/GgMNoFlK5-g,Ugy5Yq77FtETG1RFSJV4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,William Kinnane,UC8pglk3Wt_18Dczl5w7kMmA,5,2019-11-05T03:26:03Z,0,"I admire your love and concern for addicts!<br />Keep up the great work, many people need you!"
https://www.youtube.com/embed/GgMNoFlK5-g,UgwvbTK7_V3ErZi1GLp4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Grind2shine Recovery,UCZsmQchDbAl1CQVbDCwu_Aw,5,2019-11-05T03:19:39Z,0,Great job i felt that
https://www.youtube.com/embed/GgMNoFlK5-g,UgzkRMYwWfDUJHmtOMx4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Breno,UCEru3UD6HKYi8LRlnY1cVEQ,4,2019-11-05T03:15:17Z,2,"Derek, i am a musician and music producer, i am from a place in South America where opiates are not popular but i have a problem with morphine and cocaine, and i basically have no one to relie to in this journey, specially for the opiates, cocaine and crack are very popular here, but i know very, very little opiates addicts here, your Chanel helps me a lot, if you need help with music or any audio problems reach out to me, I&#39;m your guy.<br />Thank you, much love.<br />Sorry if my English is not perfect."
https://www.youtube.com/embed/GgMNoFlK5-g,UgxtCnl2iGNMR6z0iV14AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,hugs swole,UCbf3FgCr9zZ5v0aPr3bzsqA,7,2019-11-05T02:45:29Z,0,"You went off my dude. Love from Alabama 4 months strong. Ha don’t get addicted to this rap life, u gone blow up and act like u don’t know nobody lolol"
https://www.youtube.com/embed/GgMNoFlK5-g,UgwBdZUaPpEyEiY2cWt4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Attitude BOY,UCAV8rrqM5AgZ8QLHtZuNquA,6,2019-11-05T02:34:28Z,1,U SOUND LIKE EMENIM BRO😁😁😁 cool bro
https://www.youtube.com/embed/GgMNoFlK5-g,UgzFiuCiIWi8LNuK72p4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Gareth Thomas,UCkTZRiryaapPKqxrwHC8GCw,3,2019-11-05T02:31:24Z,0,"I went to park to fight with a shark and even took my daughter.. she started to laugh and said silly daddy sharks live in water... Word, peace out peeps"
https://www.youtube.com/embed/GgMNoFlK5-g,UgwhpQKXlaFvSXPtHGJ4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Aspie Answers,UCWKw1HpNsu_EyAhhEJrayyw,4,2019-11-05T02:26:47Z,0,This is awesome. Great work on this video of you expressing this through the process of what you have done and been through...
https://www.youtube.com/embed/GgMNoFlK5-g,UgxTShwHjrjAyBk6-4h4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Positive Sands,UCjt0FmnUdj0bnrQq7OmqOoA,6,2019-11-05T02:24:16Z,0,Great job on the song Derek!
https://www.youtube.com/embed/GgMNoFlK5-g,UgyT16wrRGGgmlXN5wx4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Baloo DEEP IN THE STREETv,UC-R-fZS3Cz8luwZ0tEZTKOQ,4,2019-11-05T02:19:17Z,0,I don&#39;t know why but sounds like emS style...
https://www.youtube.com/embed/GgMNoFlK5-g,UgypDg-bHqvdzbPsmvp4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Ryan Moe,UCwB15KfUxzKxKY7WGjgyWxQ,4,2019-11-05T02:12:35Z,0,"Coming with the HEAT!! 🔥🔥🔥 again, well-written rap bro and the honesty that comes from ur experience through all this is uncanny and amazing to hear"
https://www.youtube.com/embed/GgMNoFlK5-g,UgyR5sFqF3Wmy8LfDlR4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,JTCali,UCc66JKU7lOIMMpMmUA2EPvw,3,2019-11-05T02:11:28Z,0,Dope as fuggg homey love your channel and message!!
https://www.youtube.com/embed/GgMNoFlK5-g,UgyVgEldqP6cjw9hA2B4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Gloria Dorlich,UCvbZVS7q3WZyNOnMK-TkRfg,7,2019-11-05T02:07:35Z,0,Wayyy.....Koool🎶🎤🎧<br />You and Cg.Kid need to collab on a song. Much love 🌞
https://www.youtube.com/embed/GgMNoFlK5-g,UgyUeVLkRZUj0baVz1Z4AaABAg,UCkHUVjCwBJIRmV_8cFlx0qQ,:GgMNoFlK5-g,Missee Sue,UCs-D_FvDItMmdqpNmaFp0XQ,7,2019-11-05T02:05:47Z,0,Dude!! I love how you are expressing yourself in so many ways these days. I am so stoked on this right now. 👊💥
https://www.youtube.com/embed/nHHpT4pWsKE,UgycAD3ybqhTicKWUCd4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Jon Jon,UC4ejtMXSJNYgB3nQarEjo6w,0,2021-01-08T23:29:57Z,0,When are you going to get your nose fixed?
https://www.youtube.com/embed/nHHpT4pWsKE,Ugy4K5pmzS0UBEC_1154AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Corky VanderHaven,UCm14ELlhC_EvkFrmg1kDh4Q,0,2021-01-03T10:16:28Z,0,"Good one.<br />Yup, no doubt to it all, eh?!"
https://www.youtube.com/embed/nHHpT4pWsKE,UgyOPphClHs27itf8El4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,KH4444444444N,UCAguRnsAnu3-YWt-jD5Xyxg,0,2021-01-02T07:58:34Z,0,"Channelling Greg Giraldo: Holy shit, Artie Lange must have saved up those Salvation army santa robberies to afford the forthcoming lawsuit from Umbro."
https://www.youtube.com/embed/nHHpT4pWsKE,UgzYE2UWlV73dpdxMjh4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Enzo Ferrari,UCnzrUdax642LWGkrx0dslUg,0,2021-01-01T20:13:15Z,0,That simply didn’t happen.. Artie is still full of shit.. lol that roast was one of my favorites and Giraldo didn’t say that.
https://www.youtube.com/embed/nHHpT4pWsKE,UgweJLUxGlKt_ygWsjd4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,David,UCdGZf3ucsCJmxBTMBAK3ehw,0,2020-12-30T03:34:21Z,0,Rogan is not funny.  Thats why he’s not a drug addict.  Or vice versa.
https://www.youtube.com/embed/nHHpT4pWsKE,UgzAsRgYTueiBa0JlsN4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,william coad,UCYo00hGjbwjdjOsL3WwbV2Q,0,2020-12-29T04:57:29Z,0,Artie looks like private pile from full metal jacket what happened to him
https://www.youtube.com/embed/nHHpT4pWsKE,Ugy5s1UNKZAgEvi772h4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Spiderman,UCBU6bfg5iHmg5UqPBv6lqDg,0,2020-12-17T16:14:27Z,0,That&#39;s Artie Lange?
https://www.youtube.com/embed/nHHpT4pWsKE,UgwDybnlSAqzwA5ocOV4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Ras Alghul,UCIVij-xsYm5raOw-5_HKymQ,0,2020-12-16T00:21:05Z,0,Artie looks so healthy here
https://www.youtube.com/embed/nHHpT4pWsKE,UgxJVsfwupEeBee5G0t4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Ravi S,UCiIt6qQnNG6eUkpjOAh7w7Q,0,2020-12-13T06:39:16Z,0,Love seeing Artie back in the game
https://www.youtube.com/embed/nHHpT4pWsKE,UgxeaExaa9Xchvcec-14AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,djjoshua007,UCh4d0za6NStpRmv-9yGxNOQ,0,2020-12-11T04:44:19Z,0,"Everyone switch to <a href=""http://rumble.com/"">rumble.com</a> !!!!! A new video platform !!!! F YOUTUBE!!!!"
https://www.youtube.com/embed/nHHpT4pWsKE,Ugyq7ufV-W5XL8KF41x4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Jennifer Hull,UCO2jqyAy3M4V6Utzt1xQRHw,0,2020-12-04T19:21:10Z,0,Watching this for the 2nd time. I love when JOe and Artie get together. Time to see him again.
https://www.youtube.com/embed/nHHpT4pWsKE,UgyJKxMLtqUITTuCsxh4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,denise marie,UC11Wi8Zjm4I5LC1x6XKadaQ,0,2020-11-11T20:28:34Z,0,This is my favorite artie story ever.  I cried watching this. When artie says giraldo looked at him and shrugged his shoulders...!!   Hahahahahaaaaa...
https://www.youtube.com/embed/nHHpT4pWsKE,UgwF2Lvgkhh49pM7FBR4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,biomjolk,UCspcryMAVmTfV159N8_i0NA,0,2020-11-06T14:54:46Z,0,is Umbro still a thing?
https://www.youtube.com/embed/nHHpT4pWsKE,UgzC1dV-WkFcJrPZsRF4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Kevin Hagler,UChIjBOZxtAvgZbWt3O6aEwg,0,2020-11-03T06:13:22Z,0,I&#39;ve listened to this 50 times. Hilarious.
https://www.youtube.com/embed/nHHpT4pWsKE,UgzKx_5phW1DgYj9DJp4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Anchorbaby Dude,UCBaD4XVhrd3PjWAt5_wy2lA,0,2020-11-03T05:30:44Z,0,"Stern hasn&#39;t been the same since Artie  left..&quot; Hey Gaar, I&#39;m not coming  in today I&#39;m sick as a daaaaaawg&quot;.."
https://www.youtube.com/embed/nHHpT4pWsKE,UgwOoSIjRMiOuWr_osR4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,pwk22,UCzdTVc-Tii1m6S88HVOJ0ZQ,0,2020-10-30T23:25:15Z,0,"&quot;You fat, drunk slob,&quot; is what Geraldo said."
https://www.youtube.com/embed/nHHpT4pWsKE,UgxN35KR2iIHShyoZvB4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,jonnyjib,UCVfQPJEkbM__LIL5sKC62VA,0,2020-10-26T12:17:40Z,1,Fuck rogan and his over laughing and wiping tears that aren&#39;t there..HE IS NOT A COMIC!!!!!
https://www.youtube.com/embed/nHHpT4pWsKE,UgyD_d8QBNF7qc46UZx4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Dylan Albuquerque,UCQYL684z2craFCv0Kz04LiQ,0,2020-10-23T21:11:35Z,0,"He says, &quot;I&#39;m gonna hug Farrah Fawcett&quot; <br />And I go, &quot;you can&#39;t go <b>near</b> Farrah Fawcett&quot;"
https://www.youtube.com/embed/nHHpT4pWsKE,UgwLZ_73SaQwhW-R8sJ4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,voidvox,UCi0__5fk9VeQ79ucGS2IOEQ,0,2020-10-21T02:36:27Z,0,"Geraldo always owned the roasts. Incredible talent, a tragedy when he left. He should go down as a legend."
https://www.youtube.com/embed/nHHpT4pWsKE,Ugx-F1JJZqo4aglN8zh4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,sky rimJOB432,UCxWR0JtapiTvB8RrIv0fEww,0,2020-10-17T21:37:26Z,0,If Greg was alive and roasted Justin beiber lol boiiiiiii
https://www.youtube.com/embed/nHHpT4pWsKE,UgxXB71zvQsxh8KUUF54AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,disgustika,UCSzrlWyPFMjNI6kVgj9jeZQ,0,2020-10-11T22:50:03Z,0,"Drug addict explaining how he great he is and saved another comedian&#39;s drug trip: &quot;You took too much drugs, here, take some more drugs and have a beer.&quot;"
https://www.youtube.com/embed/nHHpT4pWsKE,UgwHihdxIkZ2ATVD1A94AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,T.O. McConnell,UCfifvYX8tUt58ypXpWrOLbw,0,2020-10-11T12:06:01Z,0,"God did not spare or save Artie, his fear of needles did."
https://www.youtube.com/embed/nHHpT4pWsKE,Ugy6RNinXH8P9It4NId4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,NYCEFlix,UCyG9yd2c4Vw4TRKWsjyeNow,0,2020-10-11T05:17:19Z,0,Chelsea Square Diner 23rd &amp; 9th Ave! Love that place.
https://www.youtube.com/embed/nHHpT4pWsKE,UgxyNZr67pkrbSfxqth4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,all4Hisgloryalone,UC8ZsMopRWIjKDUhdyYTD4ow,0,2020-10-08T19:07:35Z,0,"Geraldo said &quot; You fat drunk SLOB.&quot;  he didn&#39;t say drug addiction. <br /><a href=""https://youtu.be/VSfWx0vakJc"">https://youtu.be/VSfWx0vakJc</a>"
https://www.youtube.com/embed/nHHpT4pWsKE,Ugy5LWG29NmCJ0HaJPl4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,THE ROAMING OKIE,UCupibFMrCDTvkx5hFU9omxA,0,2020-10-08T13:29:15Z,0,Could you imagine putting anything into your mouth that was smuggled in artie langes sock? Thats dedication to drug addiction
https://www.youtube.com/embed/nHHpT4pWsKE,UgxnooyDA2XSWj6f3uh4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,JR,UCKd38aWIEorYbHIoycvvKmQ,0,2020-10-03T17:35:17Z,0,Giraldo destroyed Artie at that roast.
https://www.youtube.com/embed/nHHpT4pWsKE,UgxBH-bZowkSFZ8aaq14AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Mike Martin,UCjrM16hOSDs2r7jZhdDmoJQ,0,2020-09-29T02:12:35Z,0,Love you Artie!
https://www.youtube.com/embed/nHHpT4pWsKE,UgyLCySH56yXcp5o2lp4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Anthony Sneed,UCmhhIhbCQJNZdXrmN3w8pgw,0,2020-09-26T21:43:18Z,0,This goes to show you DON&#39;T have to be fucked up to still be funny. I haven&#39;t laughed harder at Artie in my life.
https://www.youtube.com/embed/nHHpT4pWsKE,UgwPTqwJoC-AuBNcZkx4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Michael Sheppard,UC3bvvfRNmt_-oUJaENfX7zw,1,2020-09-26T14:58:42Z,0,Artie would be great on the podcast with Joe all the time no brainier....
https://www.youtube.com/embed/nHHpT4pWsKE,UgwJXntH-oMpNay4ZHh4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Mike Greensmith,UCklpgkmFgGQTL_Wkh61_NXg,0,2020-09-25T06:12:02Z,0,Artie Lange looks and sounds like a completely different person since he cleaned himself up
https://www.youtube.com/embed/nHHpT4pWsKE,UgxV_NMW6pGcUJSEOXh4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,genius mchaggis,UC7c2yxRV3JCOI8fxxYe2BeA,0,2020-09-21T10:43:00Z,0,im glad that artie doesnt look like artie...<br />i do not SEE him here....<br />hes a DIFFERENT person...<br />LOOKS different... <br />HE IS NOT ARTIE...
https://www.youtube.com/embed/nHHpT4pWsKE,UgzcMOf69mu2XOLUBVp4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,genius mchaggis,UC7c2yxRV3JCOI8fxxYe2BeA,0,2020-09-21T10:26:36Z,0,&quot;you fat fucking drug addict&quot;...giraldo says....<br />that &quot;fat fucking drug addict&quot;?.....is ALIVE...sorry greg...you aint...<br />eek.
https://www.youtube.com/embed/nHHpT4pWsKE,UgybSadHgeSw7NNpPrp4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Tyrone Shoelaces,UCG9RPhI23qukzAbctBa50tg,0,2020-09-18T14:56:20Z,0,“Oh landing on the moon? I’ve got a great story about that”
https://www.youtube.com/embed/nHHpT4pWsKE,Ugwd-klq30fO1j7AxF94AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Christian Kopec,UC6TkrX8OVTyUqyN3JUhLJ1A,0,2020-09-17T20:14:21Z,0,I haven’t seen Artie that wide eyed in idk how long good for you man keep it up
https://www.youtube.com/embed/nHHpT4pWsKE,UgymCyU9PyrHGjo-Ddp4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Robert DiRocco,UCM84hmmn9CiKTEOefQ49FxQ,0,2020-09-14T10:52:48Z,0,Lange looking like Teddy Atlas
https://www.youtube.com/embed/nHHpT4pWsKE,Ugx9EsMYNIzgjaCDPVd4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,Blake T,UC4zKpcW7j8cd0UrMEp7LjRQ,0,2020-09-14T01:11:46Z,0,mitch a genius..? hes good at one liners but not a genius
https://www.youtube.com/embed/nHHpT4pWsKE,UgyVfLSc03ozsJCI-kJ4AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,J Bet718,UCL9uovr_EIhjyoWBQCDRa4Q,0,2020-09-13T22:35:00Z,0,Sounds like Artie still 🙏🏻
https://www.youtube.com/embed/nHHpT4pWsKE,UgxQmlGGvd1Yb3rRed14AaABAg,UCnxGkOGNMqQEUMvroOWps6Q,:nHHpT4pWsKE,T Ric,UCTJ2CodumYKa7vET_bY35Kw,6,2020-09-11T15:09:41Z,0,Never realized how Artie looks like an old Jack Black.
